amount_awarded_costs,amount_awarded_interest,amount_awarded_principal,argument_cites_contract_or_document,argument_cites_specific_dates,argument_cites_specific_dollar_amounts,argument_cites_statute_or_legal_basis,argument_has_chronological_timeline,argument_identifies_specific_location,argument_names_specific_witnesses,argument_quantifies_each_damage_component,attempted_mediation,case_number,claim_amount_is_within_small_claims_limit,claim_amount_stated_in_dollars,claim_category,contract_is_signed_by_both_parties,contract_is_written,contract_present,contract_specifies_deadline_or_term,contract_specifies_payment_amount,counterclaim_present,damages_are_ongoing,damages_have_third_party_valuation,damages_include_lost_wages,damages_include_out_of_pocket_costs,damages_include_property_value_loss,defendant_appeared,defendant_count,dismissal_type,document_count,feature_version,gave_opportunity_to_cure,has_attorney_defendant,has_attorney_plaintiff,has_expert_assessment,has_invoices_or_billing_records,has_medical_records,has_photos_or_physical_evidence,has_police_report,has_receipts_or_financial_records,has_repair_or_replacement_estimate,has_signed_contract_attached,has_witness_statements,has_written_communications,judgment_date,missing_features,monetary_amount_claimed,opposing_party_filed_response_documents,opposing_party_has_attorney,outcome,outcome_summary,plaintiff_count,sent_certified_mail,sent_written_demand_letter,text_length,user_has_attorney,user_is_plaintiff,user_seeks_court_costs,user_seeks_interest,witness_count
0.0,0.0,0.0,,,,,,,,,,CSM24868091,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,2024-05-15,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868092,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-04-29,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-13,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-22,True,,,,defendant_win,Defendant does not owe plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868095,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-07-23,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868096,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2024-05-13,True,,,,settled,The case was settled and dismissed with prejudice.,,,,,,,,,
100.0,0.0,2081.0,,,,,,,,,,CSM24868097,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-05-09,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,081 in principal and $100 in costs.",,,,,,,,,
150.0,0.0,2500.0,,,,,,,,,,CSM24868098,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-06-07,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,500 in principal and $150 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868099,,,,,,,,,,,,,,,,,with_prejudice,,,,,,,,,,,,,,,,2024-09-13,True,,,,dismissed,The court dismissed the entire action with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868100,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-06,True,,,,dismissed,The case was dismissed without prejudice due to no appearances by the plaintiff.,,,,,,,,,
150.0,0.0,2500.0,,,,,,,,,,CSM24868101,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-08-02,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,500 in principal and $150 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868102,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2024-07-15,True,,,,dismissed,The court dismissed the entire action with prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868103,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2024-07-12,True,,,,dismissed,The court dismissed the entire action with prejudice.,,,,,,,,,
,,,,,,,,,,,,CSM24868104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,"The case is continued for proof of service to July 15, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868105,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-07-16,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
238.0,0.0,12500.0,,,,,,,,,,CSM24868106,,,,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,,2024-07-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them $12,500 in principal and $238 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-06,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,3000.0,,,,,,,,,,CSM24868108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $3,000 in principal due to a motor vehicle accident.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868109,,,,,,,,,,,,,,,True,,without_prejudice,,,,True,False,,,,,,,,,,,2024-07-25,True,,,,dismissed,The court ordered the dismissal of the entire action without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-04,True,,,,defendant_win,The court ruled that the defendants do not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868111,,,,,,,,,,,,,,,,,without_prejudice,,,,False,True,,,,,,,,,,,2024-05-15,True,,,,dismissed,"The case was dismissed without prejudice on May 15, 2024.",,,,,,,,,
305.0,0.0,5000.0,,,,,,,,,,CSM24868112,,,,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,,2024-05-13,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $5,000 in principal and $305 in costs due to the defendant's unfair business practices.",,,,,,,,,
145.0,0.0,3972.0,,,,,,,,,,CSM24868113,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-05-21,True,,,,plaintiff_win,"Plaintiff Elizabeth Jeanette Corsick was awarded $3,972 in principal and $145 in costs after proving her accident claim against defendant Javier Hernandez Moreno, who did not appear.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868114,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-16,True,,,,dismissed,The case was dismissed without prejudice due to no appearances by both parties.,,,,,,,,,
75.0,0.0,9841.44,,,,,,,,,,CSM24868115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-29,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $9,841.44 in principal and $75 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868116,,,,,,,,,,,,,,,,,with_prejudice,,,,,True,,,,,,,,,,,2024-05-07,True,,,,dismissed,The case was dismissed with prejudice at the request of the plaintiff.,,,,,,,,,
0.0,1170.75,5525.75,,,,,,,,,,CSM24868117,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2025-10-20,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him $5,525.75 in principal and $1,170.75 in interest.",,,,,,,,,
100.0,0.0,1750.0,,,,,,,,,,CSM24868118,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-10-28,True,,,,plaintiff_win,"The court ruled in favor of Lauren Santagata, awarding her $1,850.00 in total.",,,,,,,,,
175.0,46.25,1850.0,,,,,,,,,,CSM24868119,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-05-20,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them a total of $2,071.25 from the defendant.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868120,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2024-05-24,True,,,,settled,The court ordered dismissal of the entire action with prejudice as the case was settled.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868121,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,2024-05-28,True,,,,dismissed,The case was dismissed with an unlawful detainer pending.,,,,,,,,,
0.0,0.0,1775.78,,,,,,,,,,CSM24868122,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,2024-10-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Edward Zheng, awarding him $1,775.78 in principal.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868123,,,,,,,,,,,,,,,True,,without_prejudice,,,,True,False,,,,,,,,,,,2024-06-18,True,,,,dismissed,The court dismissed the entire action without prejudice.,,,,,,,,,
90.0,0.0,9099.0,,,,,,,,,,CSM24868125,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-04,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding a total of $9,099 in damages and costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868126,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-10-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868127,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-05-22,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868128,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-05-22,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868129,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-05-22,True,,,,defendant_win,"The court ruled that the defendant, Amazon.com, Inc., does not owe the plaintiff, Chuangren Chen, any money on the plaintiff's claim.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868130,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-05-22,True,,,,defendant_win,"The court ruled in favor of the defendant, Amazon.com, Inc, stating they do not owe any money to the plaintiff.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868131,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-05-22,True,,,,defendant_win,"The court ruled that the defendant, Amazon.com, Inc., does not owe the plaintiff, Hungming Leung, any money on the plaintiff's claim.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868132,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-05-16,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868133,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2024-05-20,True,,,,dismissed,"The case was dismissed without prejudice on May 20, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868134,,,,,,,,,,,,,,,False,,without_prejudice,,,,,True,,,,,,,,,,,2024-07-01,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868135,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-04-05,True,,,,dismissed,The case was dismissed without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-14,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-23,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868138,,,,,,,,,,,,,,,,,without_prejudice,,,,False,False,,,,,,,,,,,2024-06-10,True,,,,dismissed,The case was dismissed without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868139,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-10-22,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,True,,,,defendant_win,The court ruled that the defendants Gervais and State Farm Insurance do not owe any money to the plaintiff.,,,,,,,,,
500.0,0.0,4500.0,,,,,,,,,,CSM24868141,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-05-28,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendants to pay $4,500 in principal and $500 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868142,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-24,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868143,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-05-29,True,,,,defendant_win,"The court ruled in favor of the defendant, Amazon.com, Inc., stating they do not owe any money to the plaintiffs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868144,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-05-29,True,,,,defendant_win,"The court ruled in favor of the defendant, Amazon.com Inc., stating that they do not owe any money to the plaintiff, Yan Feng Mai.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868145,,,,,,,,,,,,,,,False,,without_prejudice,,,,True,True,,,,,,,,,,,2024-05-29,True,,,,dismissed,The court ordered dismissal of the entire action without prejudice due to no appearance by the Plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868146,,,,,,,,,,,,,,,,,without_prejudice,,,,True,False,,,,,,,,,,,2024-05-29,True,,,,dismissed,The court ordered dismissal of the entire action without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868147,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-05-29,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868148,,,,,,,,,,,,,,,,,without_prejudice,,,,True,True,,,,,,,,,,,2024-05-20,True,,,,dismissed,"The case was dismissed without prejudice on May 20, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868149,,,,,,,,,,,,,,,False,,without_prejudice,,,,,True,,,,,,,,,,,2024-07-23,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868150,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-05-29,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868151,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-06-26,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-30,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-06,True,,,,defendant_win,The court ruled that the defendants do not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868154,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-05-28,True,,,,dismissed,"The case was dismissed without prejudice on May 28, 2024.",,,,,,,,,
150.0,0.0,3887.43,,,,,,,,,,CSM24868155,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-05-29,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $3,887.43 in principal and $150 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868156,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-07-16,True,,,,dismissed,The court dismissed the entire action without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-31,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
155.0,0.0,2497.0,,,,,,,,,,CSM24868158,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2024-05-30,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,497.00 in principal and $155.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-30,True,,,,defendant_win,"The court ruled in favor of the defendant, Julio Bolivar-Dillion, and found that he does not owe any money to the plaintiff, Kirk P. Smith.",,,,,,,,,
75.0,0.0,8400.0,,,,,,,,,,CSM24868160,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-29,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868161,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-30,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868162,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2024-08-02,True,,,,dismissed,The court ordered dismissal of the entire action with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868163,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868164,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2024-10-08,True,,,,dismissed,The case was dismissed with prejudice due to untimeliness.,,,,,,,,,
90.0,0.0,200.0,,,,,,,,,,CSM24868165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-31,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $200 in principal and $90 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868166,,,,,,,,,,,,,,,False,,without_prejudice,,,,,False,,,,,,,,,,,2024-07-15,True,,,,dismissed,The court ordered dismissal of the entire action without prejudice.,,,,,,,,,
90.0,0.0,6800.0,,,,,,,,,,CSM24868167,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,2024-05-30,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $6,800 in principal and $90 in costs.",,,,,,,,,
0.0,0.0,7000.0,,,,,,,,,,CSM24868168,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-09-19,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $7,000.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868169,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868170,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2024-05-23,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
80.0,0.0,1489.85,,,,,,,,,,CSM24868171,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $1,489.85 in principal and $80 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868172,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-05-14,True,,,,dismissed,"The case was dismissed without prejudice on May 14, 2024.",,,,,,,,,
80.0,0.0,200.0,,,,,,,,,,CSM24868173,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-26,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $200 in principal and $80 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868174,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-06-07,True,,,,dismissed,"The case was dismissed without prejudice on June 7, 2024.",,,,,,,,,
90.0,0.0,400.0,,,,,,,,,,CSM24868175,,,,,,,,,,,,,,,True,,without_prejudice,,,,True,False,,,,,,,,,,,2024-06-06,True,,,,plaintiff_win,"Defendant Fari Barzegar is ordered to pay Plaintiff Adelina Mirela Martiniuc $400.00 plus costs, while the case against Ad Astra Law Group is dismissed without prejudice.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868176,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-05-28,True,,,,dismissed,"The case was dismissed without prejudice on May 28, 2024.",,,,,,,,,
50.0,0.0,2400.0,,,,,,,,,,CSM24868177,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-05-31,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,400 in principal and $50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868178,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2024-06-05,True,,,,settled,The case was settled and dismissed with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868179,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-06-03,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868180,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2024-10-07,True,,,,dismissed,The court dismissed the entire action with prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868181,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-08-07,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
30.0,0.0,918.75,,,,,,,,,,CSM24868182,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-05-30,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
170.0,0.0,5803.71,,,,,,,,,,CSM24868183,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Faye Roberts, awarding her $5,803.71 in principal and $170.00 in costs against both defendants jointly and severally.",,,,,,,,,
135.0,0.0,4800.0,,,,,,,,,,CSM24868184,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2024-06-26,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $4,800 in principal and $135 in costs.",,,,,,,,,
227.5,0.0,1188.0,,,,,,,,,,CSM24868185,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-08-13,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $1188.00 in principal and $227.50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868186,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-07-16,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
50.0,0.0,170.0,,,,,,,,,,CSM24868187,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-04,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $170 in principal and $50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868188,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-06-04,True,,,,dismissed,The court dismissed the entire action without prejudice due to no appearance by the plaintiff.,,,,,,,,,
30.0,0.0,4200.0,,,,,,,,,,CSM24868189,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Yong Qing Zhao, awarding $4200 in principal and $30 in costs against the defendant, Chinese Hospital Association.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868190,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2024-07-10,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868191,,,,,,,,,,,,,,,,,with_prejudice,,,,,,,,,,,,,,,,2024-07-08,True,,,,dismissed,The court ordered the dismissal of the entire action with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868192,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-06-07,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868193,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-06-03,True,,,,dismissed,"The case was dismissed without prejudice on June 3, 2024.",,,,,,,,,
0.0,0.0,1413.97,,,,,,,,,,CSM24868194,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-08-21,True,,,,defendant_win,"The court ruled in favor of the defendant, ordering the plaintiff to pay $1,413.97.",,,,,,,,,
110.0,0.0,12500.0,,,,,,,,,,CSM24868195,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2025-01-14,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $110 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868196,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-06-06,True,,,,defendant_win,"The court ruled in favor of the defendant, stating that the plaintiff failed to prove his case.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-06,True,,,,defendant_win,Defendant Shivela Roberson does not owe plaintiff Leana Darden any money on plaintiff's claim.,,,,,,,,,
0.0,0.0,2000.0,,,,,,,,,,CSM24868198,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-05-31,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,000 in principal due to a motor vehicle accident.",,,,,,,,,
